panel	AA_ccd	AB_ccd	BB_ccd	NR_ccd
OKG	0.992451033	0.926813646	0.963272838	0.941591637
OKG	0.992727858	0.93200238	0.965150906	0.945107053
OKG	0.990713147	0.923109444	0.961039565	0.938375678
OKG	0.993139604	0.936373366	0.970161871	0.949919624
OKG	0.992265317	0.927140284	0.963092247	0.942229273
OKG	0.992078452	0.922362061	0.966381461	0.939986092
OKG	0.991351584	0.930473809	0.96505466	0.944415351
OKG	0.993119926	0.929280025	0.973276893	0.946714247
OKG	0.99055139	0.934384896	0.958423007	0.943785464
OKG	0.992303909	0.922793892	0.959866372	0.937807375
OKG	0.992351983	0.924047053	0.965344596	0.940228154
OKG	0.991486564	0.923344158	0.96334569	0.940363643
OKG	0.991668023	0.920451696	0.963641669	0.93780095
OKG	0.991278674	0.9237654	0.960110924	0.938588948
OKG	0.991668754	0.934315163	0.968408478	0.94744128
OKG	0.992866817	0.926990029	0.96836519	0.94357133
OKG	0.99078178	0.932086021	0.961223055	0.943491141
OKG	0.991158295	0.92938805	0.955834086	0.939564638
OKG	0.991966207	0.922735803	0.961603491	0.938647897
OKG	0.992594994	0.932561825	0.969700544	0.946845572
OKG	0.993157797	0.935195022	0.962706255	0.945857268
OKG	0.990856272	0.922917879	0.963266729	0.939202558
OKG	0.992576944	0.92915154	0.968726486	0.944546332
OKG	0.991300827	0.919176694	0.960516166	0.936858677
OKG	0.992613495	0.924145754	0.963561029	0.940160588
OKG	0.992357642	0.931390636	0.968500454	0.946003429
OKG	0.992628626	0.925900665	0.967359474	0.942027375
OKG	0.991404917	0.932992012	0.964743665	0.945333223
OKG	0.991622079	0.92432623	0.953569757	0.936052187
OKG	0.991089377	0.92839464	0.964328208	0.942748109
OKG	0.993119903	0.924329546	0.969486018	0.94197405
OKG	0.990813357	0.925234921	0.959267822	0.938470665
OKG	0.991204426	0.926020505	0.96048334	0.939728782
OKG	0.993691107	0.932283562	0.971273569	0.947955924
OKG	0.99245585	0.928537821	0.96656006	0.943750294
OKG	0.992537529	0.927034907	0.96430725	0.942114795
OKG	0.991351733	0.924738643	0.960546861	0.93915615
OKG	0.992741999	0.930656934	0.960961277	0.942773565
OKG	0.992713476	0.927418377	0.972242019	0.944699281
OKG	0.992389439	0.922737358	0.968750364	0.941051528
OKG	0.991131794	0.934511699	0.958828151	0.944507632
OKG	0.99256816	0.932315438	0.964745854	0.944645329
OKG	0.992271587	0.929197031	0.969846052	0.945024678
OKG	0.991888017	0.92633466	0.965606413	0.941952161
OKG	0.992961602	0.924295611	0.966756988	0.941164957
OKG	0.991085835	0.927311549	0.966195849	0.94277565
OKG	0.992012766	0.924937108	0.964020579	0.940424717
OKG	0.992365809	0.926053369	0.962513808	0.940291864
OKG	0.993195417	0.934215288	0.969175428	0.94818787
OKG	0.991778182	0.927937638	0.964772713	0.942090897
OKG	0.991991111	0.929605534	0.966971253	0.94449937
OKG	0.993031778	0.929073567	0.969764096	0.945515364
OKG	0.991986588	0.929462092	0.964260863	0.943539455
OKG	0.992294911	0.931313254	0.963728284	0.943900655
OKG	0.992622286	0.93534443	0.965241518	0.947198626
OKG	0.990668327	0.928106419	0.959237588	0.940460262
OKG	0.99135401	0.921636379	0.956855555	0.936035344
OKG	0.992582118	0.929015819	0.971257813	0.946192375
OKG	0.992797489	0.927338543	0.964113339	0.941544227
OKG	0.991262116	0.924811568	0.966133617	0.941304789
OKG	0.992769218	0.931363619	0.96758216	0.94566008
OKG	0.99235272	0.927567663	0.966746303	0.94381715
OKG	0.991869835	0.921887983	0.962840738	0.939080212
OKG	0.992929305	0.929600431	0.966848897	0.944407889
OKG	0.993591646	0.934883828	0.971533274	0.949601192
OKG	0.991177814	0.930286355	0.964232048	0.943653179
OKG	0.991616906	0.931043559	0.961436047	0.94301189
OKG	0.992585974	0.932299229	0.968329252	0.945960392
OKG	0.992669892	0.925268628	0.967524892	0.9425197
OKG	0.992076617	0.925282906	0.95823813	0.937924768
OKG	0.990818559	0.927379552	0.96043635	0.940005122
OKG	0.991460057	0.924340261	0.968200464	0.942417549
OKG	0.992632424	0.93038545	0.967533726	0.945515262
OKG	0.992255909	0.930621506	0.972014794	0.946804616
OKG	0.991965328	0.923559184	0.965544412	0.940868548
OKG	0.992725652	0.929148934	0.970100503	0.946073642
OKG	0.992736637	0.929316242	0.970570904	0.945642184
OKG	0.991693275	0.925750889	0.962689463	0.940292842
OKG	0.991328272	0.924949532	0.96105581	0.939948521
OKG	0.991597122	0.918740226	0.964599096	0.93664584
OKG	0.992641788	0.929516072	0.966257201	0.943742079
OKG	0.992679937	0.930268491	0.96641466	0.944751818
OKG	0.992065513	0.924463696	0.965700208	0.940615417
OKG	0.990947972	0.921465563	0.961645112	0.937759814
OKG	0.992536222	0.93277557	0.9703885	0.948117076
OKG	0.992219637	0.928411953	0.962018107	0.941445546
OKG	0.992788837	0.929024033	0.968821213	0.944635711
OKG	0.991822704	0.921676387	0.968000749	0.939985485
OKG	0.991311176	0.928031404	0.959181001	0.940219948
OKG	0.992152065	0.927416872	0.966134727	0.942738412
OKG	0.992041492	0.926698446	0.960088692	0.94052847
OKG	0.990030958	0.923997658	0.953099246	0.935847589
OKG	0.992572824	0.931682356	0.96637865	0.945559777
OKG	0.992700233	0.922108172	0.964238045	0.939253037
OKG	0.992041171	0.924452521	0.966319468	0.941440899
OKG	0.992386788	0.928886943	0.960994626	0.941858677
OKG	0.991083841	0.923687907	0.964073547	0.939375523
OKG	0.99053902	0.918616106	0.954791214	0.93231056
OKG	0.991356443	0.925905776	0.963073092	0.939962605
OKG	0.993017746	0.933498373	0.970876151	0.948233056
OKG	0.992821336	0.929557878	0.967709839	0.944272616
OKG	0.993561834	0.935571708	0.972795319	0.949933058
OKG	0.992901324	0.929216061	0.969028707	0.945024947
OKG	0.992471433	0.926135206	0.964991013	0.941329695
OKG	0.992217311	0.930219029	0.96671405	0.945136265
OKG	0.992607479	0.931898475	0.966858203	0.946109987
OKG	0.992136318	0.929496877	0.965774188	0.944147209
OKG	0.992802469	0.935509578	0.966980037	0.947881116
OKG	0.992798246	0.936067374	0.96969037	0.949177892
OKG	0.992977049	0.930854415	0.965713223	0.944625557
OKG	0.992301766	0.930625587	0.969986195	0.945859799
OKG	0.992537437	0.931654315	0.966400944	0.945568776
OKG	0.990961494	0.926055453	0.958624588	0.939253429
OKG	0.992705776	0.923951014	0.96733065	0.941805865
OKG	0.991838534	0.926010763	0.965072694	0.941967724
OKG	0.992388606	0.924843377	0.965031557	0.940672196
OKG	0.99184804	0.931332913	0.969045483	0.946438445
OKG	0.991520713	0.935175467	0.960830461	0.945124024
OKG	0.991623887	0.932993733	0.95790845	0.942860225
OKG	0.991880419	0.920704257	0.963347165	0.938159256
OKG	0.991030036	0.928966961	0.959159319	0.941073444
OKG	0.992726162	0.929334135	0.964215384	0.942815386
OKG	0.991386201	0.930269341	0.953991773	0.939835052
OKG	0.991713937	0.927599471	0.965232354	0.942044124
OKG	0.991949728	0.923186366	0.963826914	0.939597034
OKG	0.989919169	0.929009855	0.959262995	0.940184453
OKG	0.990404072	0.919183706	0.956580609	0.934590216
OKG	0.989737087	0.925793761	0.957270951	0.938660339
OKG	0.991385872	0.929705516	0.958950838	0.941501576
OKG	0.992848878	0.924130433	0.962474608	0.93881544
OKG	0.991637751	0.922904386	0.961037909	0.938089951
OKG	0.99039633	0.918726176	0.953773076	0.932921587
OKG	0.991584041	0.928264572	0.963121288	0.941991378
OKG	0.990338174	0.931524012	0.952880766	0.939806408
OKG	0.991704923	0.92865093	0.957004763	0.939912403
OKG	0.990706908	0.927924196	0.960522503	0.940448526
OKG	0.991706762	0.926038231	0.957897612	0.939010095
OKG	0.991229738	0.930425196	0.958563368	0.941218908
OKG	0.99087449	0.920893567	0.962657008	0.937728731
OKG	0.99205927	0.924240592	0.965388384	0.941294237
OKG	0.992396894	0.928520137	0.963657304	0.9427977
OKG	0.991146468	0.924610117	0.962091657	0.939261566
OKG	0.991776062	0.928997822	0.956568288	0.939601061
OKG	0.991880418	0.926584757	0.96426704	0.942082098
OKG	0.991808131	0.925438394	0.965212195	0.941191758
OKG	0.991476677	0.927499691	0.968496387	0.944058459
OKG	0.991887208	0.925102567	0.959834564	0.938409439
OKG	0.991678294	0.92654533	0.962040936	0.940993503
OKG	0.99243627	0.928987003	0.967331668	0.944582852
OKG	0.992409801	0.926928239	0.965295615	0.94225696
OKG	0.992262526	0.927248667	0.963055352	0.941216892
OKG	0.9932819	0.934522488	0.966894154	0.947242206
OKG	0.991880881	0.928132203	0.965832686	0.942512504
OKG	0.99224601	0.932717428	0.966280489	0.946032007
OKG	0.991981081	0.924115392	0.962744514	0.93956789
OKG	0.991468665	0.928358277	0.96525971	0.942990839
OKG	0.990798788	0.932704221	0.958423471	0.942453069
OKG	0.991931853	0.929128892	0.965068196	0.943803873
OKG	0.99239306	0.92652297	0.960834664	0.940481961
OKG	0.990917087	0.921791808	0.962075578	0.938368914
OKG	0.992467203	0.926027295	0.967603627	0.941785638
OKG	0.990901585	0.927943516	0.957272364	0.939819005
OKG	0.992420605	0.937378021	0.961001849	0.946338464
OKG	0.991424286	0.929204543	0.961668546	0.942074659
OKG	0.991808579	0.919815298	0.960660888	0.936782904
OKG	0.992772015	0.926605082	0.971766357	0.944686435
OKG	0.991538801	0.926088383	0.96703411	0.942844848
OKG	0.991936341	0.929249844	0.967050215	0.944886174
OKG	0.992244381	0.928994941	0.969085329	0.94480872
OKG	0.990738136	0.923839581	0.957314636	0.93745761
OKG	0.991896633	0.923736183	0.966338159	0.939756488
OKG	0.991724575	0.927743244	0.96627201	0.943071036
OKG	0.990670102	0.93208003	0.953016497	0.940596652
OKG	0.991858202	0.928488449	0.962066718	0.942100676
OKG	0.991058184	0.926346621	0.961019473	0.940538817
OKG	0.992269328	0.925970919	0.963208921	0.940412248
OKG	0.992059707	0.933080339	0.958147114	0.942844578
OKG	0.990998875	0.925736354	0.958564731	0.93878044
OKG	0.991892131	0.928004395	0.964057268	0.942719403
CONV	0.993579909	0.913267354	0.967075394	0.935081865
CONV	0.993757263	0.912871762	0.970596925	0.935696562
CONV	0.992254438	0.9035987	0.962733064	0.927402638
CONV	0.994779974	0.915126301	0.972205721	0.938015071
CONV	0.993370824	0.905508328	0.96221066	0.929309098
CONV	0.993646768	0.909461785	0.96980789	0.93362648
CONV	0.992342126	0.90716477	0.968502489	0.931896767
CONV	0.994538294	0.913723407	0.97380394	0.937537473
CONV	0.991589272	0.916631214	0.958007143	0.932814972
CONV	0.993386583	0.904512341	0.961905729	0.927759592
CONV	0.993706091	0.910512352	0.968665464	0.933301716
CONV	0.993070589	0.913638757	0.967258292	0.936456966
CONV	0.993162125	0.908015614	0.967151495	0.931772353
CONV	0.99311745	0.905885325	0.9609452	0.928345706
CONV	0.993193209	0.91527357	0.967814053	0.935504735
CONV	0.993913659	0.909120949	0.971534909	0.934138492
CONV	0.991643018	0.909626838	0.967031422	0.932102163
CONV	0.992193876	0.910522165	0.956689262	0.928290281
CONV	0.993444249	0.907495583	0.965029932	0.931055938
CONV	0.994029907	0.915443833	0.972492539	0.93738855
CONV	0.993630784	0.914123702	0.961686053	0.932560453
CONV	0.992932986	0.907488086	0.965449941	0.930885387
CONV	0.99355527	0.907533452	0.968573646	0.931283079
CONV	0.992842283	0.896704293	0.963898042	0.925450114
CONV	0.993797113	0.90475365	0.968129554	0.930508522
CONV	0.994051914	0.908317387	0.968918793	0.93218443
CONV	0.994039945	0.908412689	0.968690476	0.931865343
CONV	0.992575485	0.916275507	0.966442319	0.935778848
CONV	0.992867521	0.906087652	0.959819757	0.927635068
CONV	0.992977749	0.908656272	0.96191265	0.929933308
CONV	0.994242914	0.910066798	0.971240512	0.933973545
CONV	0.993116515	0.907990168	0.963700499	0.929660447
CONV	0.991836539	0.902135869	0.965270484	0.927252941
CONV	0.994452587	0.916924173	0.972032161	0.939079454
CONV	0.993706219	0.909458177	0.972179107	0.934557056
CONV	0.992852337	0.900989943	0.96159243	0.925512297
CONV	0.993731894	0.904467043	0.966907257	0.929612171
CONV	0.994229243	0.910012872	0.963055744	0.931225452
CONV	0.993412851	0.907427904	0.971661533	0.932196206
CONV	0.99411013	0.909507737	0.971918295	0.934351938
CONV	0.992708617	0.913136115	0.959373292	0.932146418
CONV	0.993318828	0.909912804	0.966205519	0.931317753
CONV	0.993440277	0.906321321	0.966373202	0.929708198
CONV	0.993318393	0.907310371	0.968520042	0.9316555
CONV	0.994085792	0.906079356	0.969075189	0.931109547
CONV	0.992546643	0.906202804	0.971079773	0.932007258
CONV	0.993553471	0.905044398	0.96930284	0.930512851
CONV	0.993231765	0.906849748	0.966015653	0.92996025
CONV	0.99404564	0.910329687	0.969822451	0.934111663
CONV	0.992187177	0.901349956	0.966242108	0.926287101
CONV	0.9926657	0.90909514	0.967344503	0.932316203
CONV	0.993479084	0.905462657	0.970562711	0.931773186
CONV	0.993699825	0.907880254	0.966996737	0.931797622
CONV	0.994323856	0.913215319	0.965599065	0.933559633
CONV	0.99422042	0.916175543	0.970367855	0.93766598
CONV	0.991044801	0.904242258	0.958958077	0.925959482
CONV	0.992569278	0.904793994	0.961677745	0.928054284
CONV	0.993799103	0.913611808	0.970934809	0.936922477
CONV	0.994083429	0.901929953	0.965659671	0.926551838
CONV	0.992652166	0.903071253	0.964594816	0.927632034
CONV	0.993675865	0.904188361	0.967675298	0.929253283
CONV	0.99315029	0.905757769	0.967030717	0.931176229
CONV	0.992772921	0.901762655	0.965468412	0.928512571
CONV	0.993865387	0.911625294	0.969436641	0.934613228
CONV	0.994493452	0.910444654	0.973680885	0.935843781
CONV	0.992494793	0.907994465	0.96449151	0.930243937
CONV	0.992958586	0.90925299	0.962563687	0.930247617
CONV	0.99352685	0.911887071	0.970323999	0.934049205
CONV	0.993342307	0.905186633	0.969336203	0.93137994
CONV	0.993383682	0.913985301	0.965055211	0.933578116
CONV	0.992108411	0.912814667	0.962423212	0.931764953
CONV	0.992882856	0.901573131	0.969158868	0.929433433
CONV	0.993641388	0.913990547	0.968797756	0.936315704
CONV	0.993761466	0.909193398	0.974740144	0.934823603
CONV	0.993124746	0.904820581	0.96505921	0.929659904
CONV	0.99356293	0.909477903	0.972131803	0.93537529
CONV	0.993627767	0.907234287	0.972256566	0.932970501
CONV	0.991993721	0.899075913	0.96299432	0.924243336
CONV	0.992481764	0.906416475	0.967373554	0.931744247
CONV	0.992366334	0.903394438	0.967221437	0.928320589
CONV	0.99428514	0.912925473	0.969563279	0.934858867
CONV	0.994116904	0.908486529	0.971001196	0.933539355
CONV	0.993617335	0.905391076	0.967345343	0.929661835
CONV	0.992356439	0.910923953	0.966212454	0.933349313
CONV	0.993637965	0.908494921	0.967917265	0.93273612
CONV	0.993962836	0.910113712	0.967274583	0.93228843
CONV	0.993964609	0.910283787	0.967815447	0.932855872
CONV	0.993559338	0.902116402	0.969133781	0.928608417
CONV	0.991475785	0.904936882	0.960236675	0.926579259
CONV	0.993179289	0.911289354	0.966203513	0.933024775
CONV	0.992724676	0.904546974	0.960266093	0.927628542
CONV	0.991987143	0.90527105	0.961779385	0.928283071
CONV	0.993224991	0.904650911	0.966343809	0.929330707
CONV	0.994354356	0.902439795	0.966204087	0.928393119
CONV	0.993475351	0.904224363	0.969835414	0.93085131
CONV	0.993687645	0.906661036	0.962573814	0.929253153
CONV	0.992086731	0.90885987	0.965966307	0.931047091
CONV	0.992391109	0.903392585	0.960807744	0.925130586
CONV	0.99251637	0.907945544	0.968329949	0.93078819
CONV	0.994205822	0.912917107	0.972475468	0.936398474
CONV	0.992662647	0.903617506	0.966962022	0.928055022
CONV	0.993698923	0.907366337	0.972426209	0.932471343
CONV	0.993822577	0.903916333	0.96812254	0.929416106
CONV	0.992777038	0.905625203	0.964870231	0.928797919
CONV	0.993515201	0.908852835	0.9677368	0.932925752
CONV	0.994093697	0.914680079	0.967920729	0.936326677
CONV	0.993825999	0.91727431	0.969856515	0.938512446
CONV	0.993826425	0.907570926	0.967686522	0.931208697
CONV	0.993341555	0.913308526	0.970039085	0.935433026
CONV	0.994414991	0.911600574	0.971442851	0.935245951
CONV	0.992947488	0.912334636	0.968759298	0.934176399
CONV	0.994103521	0.91279308	0.970936354	0.936081375
CONV	0.991703707	0.905694789	0.958576059	0.927127115
CONV	0.993346193	0.902349173	0.969178739	0.929861282
CONV	0.993777857	0.913341705	0.967921485	0.935642875
CONV	0.993947583	0.912291286	0.970053836	0.935046118
CONV	0.992748798	0.907762213	0.970285412	0.932808892
CONV	0.99235443	0.914093766	0.961116782	0.932331668
CONV	0.992515007	0.913443015	0.959777807	0.931795259
CONV	0.993108354	0.908376367	0.96606499	0.931994894
CONV	0.993036856	0.905656279	0.965065755	0.92948152
CONV	0.993521952	0.908072141	0.965869689	0.930414153
CONV	0.992661875	0.909629994	0.955705552	0.928213613
CONV	0.992838996	0.911627164	0.968502111	0.933460762
CONV	0.993044817	0.903271214	0.966930988	0.928982332
CONV	0.992620606	0.912985824	0.960491033	0.930536179
CONV	0.991404727	0.896647154	0.953038768	0.919884464
CONV	0.990741199	0.906637833	0.962144204	0.929331146
CONV	0.993154475	0.913705505	0.964607583	0.934239277
CONV	0.993627237	0.90611169	0.966037369	0.929066679
CONV	0.992263547	0.905308542	0.9631185	0.928334124
CONV	0.990975867	0.892993342	0.953427801	0.917478233
CONV	0.992716641	0.908575375	0.967914881	0.931947571
CONV	0.990459982	0.907632251	0.9511611	0.92451714
CONV	0.992752078	0.906847811	0.955467962	0.926163268
CONV	0.992090163	0.906997596	0.960580963	0.927588207
CONV	0.993115601	0.905980768	0.96365457	0.929468138
CONV	0.991292569	0.904956493	0.954662945	0.924025941
CONV	0.991774974	0.900742027	0.962430616	0.92561306
CONV	0.993689618	0.906121692	0.970467596	0.932793985
CONV	0.993977291	0.913163998	0.965754752	0.934538376
CONV	0.992405538	0.907977126	0.964028016	0.929891384
CONV	0.992185087	0.907901	0.96043067	0.928106938
CONV	0.992880059	0.907290946	0.962986861	0.930200525
CONV	0.993500137	0.908084675	0.9670264	0.931433027
CONV	0.992900514	0.910123399	0.968131128	0.933557437
CONV	0.993762414	0.910174233	0.964854229	0.931128179
CONV	0.993442036	0.908029447	0.963703058	0.93069421
CONV	0.994326868	0.909886654	0.967741568	0.933421807
CONV	0.993476268	0.909118584	0.966678005	0.932118235
CONV	0.993816852	0.913185226	0.969058513	0.934984777
CONV	0.994387414	0.912735795	0.970395165	0.935397646
CONV	0.992880404	0.906787964	0.967144785	0.929813291
CONV	0.99272087	0.911201679	0.965680064	0.932817577
CONV	0.992796841	0.904673882	0.965353735	0.928951107
CONV	0.992658244	0.912721803	0.966164104	0.933918107
CONV	0.990426391	0.903200428	0.957838574	0.923916299
CONV	0.993711225	0.911732469	0.967592698	0.934544997
CONV	0.993618271	0.906446903	0.96234992	0.929194043
CONV	0.992097099	0.903731585	0.96608984	0.929397562
CONV	0.993683901	0.908893156	0.968167187	0.931363234
CONV	0.992439833	0.910842906	0.958444047	0.930120215
CONV	0.993571789	0.915476627	0.966091926	0.934676663
CONV	0.992612537	0.907909058	0.967131073	0.931390124
CONV	0.993141258	0.902216438	0.964898799	0.928260849
CONV	0.993504466	0.900751337	0.969983094	0.92847701
CONV	0.993206122	0.903553584	0.969806568	0.93067209
CONV	0.993343564	0.912067769	0.966540285	0.934604057
CONV	0.993092887	0.908044398	0.969600056	0.932330375
CONV	0.992914271	0.906591986	0.964108713	0.929994192
CONV	0.989233316	0.883038176	0.958280348	0.911341287
CONV	0.993101099	0.90929076	0.967317981	0.932380587
CONV	0.991709329	0.911679279	0.955949276	0.929690443
CONV	0.992972344	0.913838018	0.962739312	0.933665662
CONV	0.992949532	0.906758667	0.965599798	0.930847222
CONV	0.993482932	0.901050926	0.966605505	0.926478286
CONV	0.993701279	0.916110723	0.959716467	0.933099645
CONV	0.992634483	0.912033432	0.964839868	0.933017378
CONV	0.99324554	0.911763769	0.970499261	0.935742366
WBBC	0.994206351	0.949812104	0.972884848	0.959163913
WBBC	0.993928684	0.948822548	0.974569261	0.959001
WBBC	0.992751443	0.943334038	0.96828072	0.953374468
WBBC	0.994837417	0.949035676	0.97787272	0.960596457
WBBC	0.994744757	0.950047436	0.973608733	0.959935987
WBBC	0.994423719	0.945793869	0.975660364	0.957750949
WBBC	0.993333676	0.950573767	0.974331268	0.960151257
WBBC	0.995268815	0.950546787	0.980628972	0.962466837
WBBC	0.992056162	0.95180238	0.965931935	0.95732776
WBBC	0.994487464	0.941715506	0.972336968	0.954116029
WBBC	0.994797759	0.948883743	0.977979997	0.960283741
WBBC	0.993745295	0.951673766	0.974619733	0.961436288
WBBC	0.993723319	0.944706924	0.971193464	0.955345422
WBBC	0.994058611	0.94464569	0.972211718	0.955887988
WBBC	0.995234091	0.963854708	0.983914082	0.971577145
WBBC	0.994162931	0.944325383	0.974257949	0.9563204
WBBC	0.992916075	0.939323388	0.970747423	0.951623258
WBBC	0.993056144	0.943894439	0.9608524	0.950419841
WBBC	0.995126853	0.953945441	0.977369052	0.963534749
WBBC	0.995414491	0.952166158	0.980067229	0.962896268
WBBC	0.99505171	0.950335774	0.973066961	0.959145262
WBBC	0.993157224	0.946087873	0.970922398	0.95611078
WBBC	0.9942368	0.946706986	0.974734293	0.957609407
WBBC	0.994127474	0.945173777	0.97087507	0.956166605
WBBC	0.994027443	0.944620789	0.973885622	0.956511167
WBBC	0.994928124	0.951433043	0.97563616	0.960962888
WBBC	0.994338529	0.945197175	0.97516844	0.956855119
WBBC	0.99331901	0.953442982	0.974213049	0.961515692
WBBC	0.99329276	0.946151315	0.96928839	0.955428121
WBBC	0.994104189	0.952073926	0.978361291	0.96257432
WBBC	0.994884968	0.949645978	0.978593961	0.960956578
WBBC	0.99368938	0.948036978	0.972173561	0.957423439
WBBC	0.993167265	0.945888469	0.972012234	0.956279236
WBBC	0.996311791	0.960047995	0.985763813	0.970384396
WBBC	0.99601906	0.961696489	0.984244192	0.970717182
WBBC	0.993798887	0.937760513	0.971160536	0.951273522
WBBC	0.994127116	0.937401593	0.971754745	0.951231892
WBBC	0.994635195	0.952365357	0.972292457	0.96033228
WBBC	0.995185239	0.951592125	0.977943397	0.961750695
WBBC	0.995254452	0.948697802	0.978048354	0.960379143
WBBC	0.993481463	0.95609915	0.969496852	0.961606508
WBBC	0.993772922	0.948907181	0.973781631	0.958364199
WBBC	0.99456423	0.950042026	0.978178993	0.96099736
WBBC	0.994611857	0.951366578	0.979629499	0.962605639
WBBC	0.994237735	0.945266592	0.97576568	0.957383252
WBBC	0.992768484	0.939364825	0.973056001	0.95276303
WBBC	0.994076386	0.943972746	0.97515049	0.956326819
WBBC	0.99388229	0.946703508	0.973771416	0.957273507
WBBC	0.994910376	0.951290501	0.975224678	0.960855919
WBBC	0.992461993	0.933813539	0.974698634	0.949522804
WBBC	0.994520144	0.95344095	0.977817037	0.963156398
WBBC	0.99447573	0.948352082	0.978875973	0.960685795
WBBC	0.994601717	0.94883101	0.973592051	0.958847471
WBBC	0.994895494	0.955319568	0.974972278	0.962950788
WBBC	0.994219487	0.953959867	0.974677468	0.962174206
WBBC	0.991728652	0.946486969	0.969422752	0.955588559
WBBC	0.992792778	0.939243857	0.96534852	0.949916144
WBBC	0.994539807	0.951392797	0.977724805	0.962099991
WBBC	0.994539684	0.946056022	0.975855445	0.957566398
WBBC	0.994888461	0.95202683	0.976752247	0.961894968
WBBC	0.994705711	0.949500207	0.972617371	0.958624811
WBBC	0.994489049	0.949209113	0.9778157	0.961073522
WBBC	0.993061935	0.939500516	0.969686159	0.952172346
WBBC	0.995045293	0.955960283	0.975206612	0.963611173
WBBC	0.995762153	0.95457173	0.981665499	0.965450755
WBBC	0.993562566	0.946260192	0.97241975	0.956560631
WBBC	0.994257454	0.952668863	0.976509951	0.96205694
WBBC	0.993829378	0.939966733	0.976010991	0.953632365
WBBC	0.994111053	0.946267817	0.975691809	0.958279962
WBBC	0.994627384	0.953003447	0.972832653	0.960609759
WBBC	0.992225484	0.938754671	0.967644981	0.949788709
WBBC	0.993998853	0.947039126	0.979374964	0.960366012
WBBC	0.994625356	0.950910102	0.974318915	0.960443817
WBBC	0.995002842	0.950977814	0.981331492	0.962844501
WBBC	0.993120076	0.94071992	0.970080708	0.952824235
WBBC	0.995325569	0.953674134	0.978414801	0.963898525
WBBC	0.994926723	0.945981325	0.979733555	0.959337921
WBBC	0.9924853	0.935904972	0.965441012	0.947531893
WBBC	0.993476637	0.94666868	0.974308787	0.958149821
WBBC	0.994053019	0.951229708	0.977023858	0.961300521
WBBC	0.994546793	0.954277242	0.97699194	0.963071989
WBBC	0.99484719	0.949272549	0.975705211	0.959863202
WBBC	0.994562851	0.950536798	0.97656102	0.960729196
WBBC	0.993768373	0.949742238	0.974214151	0.959666158
WBBC	0.994534301	0.951376851	0.977397819	0.961990195
WBBC	0.994821718	0.951659701	0.973646428	0.960186459
WBBC	0.993522249	0.942906496	0.974243611	0.955199113
WBBC	0.994560521	0.943479723	0.978795818	0.957437367
WBBC	0.992932449	0.940591787	0.963775966	0.949663242
WBBC	0.993449936	0.944320161	0.974010639	0.956068882
